TAXA,COMMON_NAME,TREE_TYPE,LAT,LONG,X,Z
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.270223,-123.252393,2633.6632815374664,-1461.1418023096476
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.270188,-123.252372,2633.171571882689,-1456.9906872191536
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.270169,-123.252351,2633.5201670490756,-1454.407305512666
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.270149,-123.252333,2633.6238937098715,-1451.8290398991035
prunus sargentii,sargent cherry,deciduous,49.270704,-123.248109,2933.602873696039,-1361.0546954228728
pinus contorta,lodgepole pine,coniferous,49.270926,-123.248068,2947.8896858981325,-1381.3987990566757
pinus contorta,lodgepole pine,coniferous,49.270902,-123.248035,2948.7452560257734,-1377.9131675990138
pyrus calleryana,callery pear,deciduous,49.270639,-123.251757,2696.289225918679,-1480.046102633075
thuja plicata,western red-cedar,coniferous,49.260608,-123.237221,3101.7158576634515,2.379882238969003
thuja plicata,western red-cedar,coniferous,49.260623,-123.237131,3108.2756001032058,4.002400930282647
Pseudotsuga menziesii,douglas-fir,coniferous,49.260689,-123.237111,3113.023258696021,-1.7779836897823316
thuja plicata,western red-cedar,coniferous,49.260733,-123.237148,3112.9601814928396,-7.361035412008732
thuja plicata,western red-cedar,coniferous,49.260713,-123.23726,3104.726963948776,-9.249506174707903
thuja plicata,western red-cedar,coniferous,49.260691,-123.237005,3119.926686857989,1.6682015934768515
liriodendron tulipifera,tulip tree,deciduous,49.260233,-123.23579,3173.8086911613404,88.29663235762473
thuja plicata,western red-cedar,coniferous,49.260395,-123.236006,3168.4596513970314,64.9998763674896
liriodendron tulipifera,tulip tree,deciduous,49.260484,-123.236103,3166.9106604841663,52.9454998676315
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.260836,-123.234858,3265.2399923752737,61.228004405922775
Acer circinatum,vine maple,deciduous,49.260777,-123.234801,3265.7985337859895,68.96814469756555
picea pungens,colorado blue spruce,coniferous,49.26075,-123.234784,3265.4714717631477,72.19810839416914
fraxinus americana,american ash,deciduous,49.260644,-123.23469,3265.9357975518597,85.81528810572559
thuja plicata,western red-cedar,coniferous,49.260631,-123.234573,3272.757416401526,91.10912683727747
Acer rubrum,red maple,deciduous,49.260528,-123.234619,3264.4000344594738,99.62219151381123
pinus nigra,black pine,coniferous,49.260613,-123.234554,3273.0311033860203,93.52584940435099
pinus nigra,black pine,coniferous,49.260587,-123.234535,3272.8848260845202,96.726536560373
pinus nigra,black pine,coniferous,49.260554,-123.234484,3274.423479725705,101.71265043419203
populus tremuloides,trembling aspen,deciduous,49.268432,-123.254626,2396.424885896592,-1362.399046676753
populus tremuloides,trembling aspen,deciduous,49.268413,-123.254594,2397.4787523470613,-1359.43756290386
fagus sylvatica 'dawyck purple',upright purple beech,deciduous,49.260482,-123.23443,3274.1072258707736,110.62366778454452
thuja plicata,western red-cedar,coniferous,49.260428,-123.234361,3275.6979671296085,118.28613635374859
fagus sylvatica 'dawyck purple',upright purple european beech,deciduous,49.260495,-123.234107,3295.5061286111104,120.44732238350889
thuja plicata,western red-cedar,coniferous,49.260762,-123.233996,3316.641575325413,98.09611514287417
thuja plicata,western red-cedar,coniferous,49.260751,-123.233911,3321.5158147512066,102.09445302365316
acer x freemanii,freeman maple,deciduous,49.261166,-123.242751,2776.3483032302547,-242.32400676806628
acer x freemanii,freeman maple,deciduous,49.261202,-123.242669,2783.497430227531,-243.03374799948256
pinus nigra,black pine,coniferous,49.263058,-123.247057,2599.54863508935,-575.6972157399268
acer x freemanii,freeman maple,deciduous,49.26169,-123.240977,2917.63296915996,-232.7098371715024
Acer platanoides,norway maple,deciduous,49.260478,-123.240453,2887.604692766731,-95.9382071453042
Acer platanoides,norway maple,deciduous,49.26061,-123.240624,2883.568106889881,-114.7491757898938
Acer platanoides,norway maple,deciduous,49.260787,-123.240782,2882.7280098959886,-137.5230217037747
Acer platanoides,norway maple,deciduous,49.260975,-123.240958,2881.311128937925,-161.9932911738117
cercidiphyllum japonicum,katsura-tree,deciduous,49.269136,-123.25415,2463.9201204938436,-1415.0185780707375
cedrus deodara ,deodar cedar ,coniferous,49.269301,-123.251425,2647.3072523089268,-1337.5341192026808
cedrus deodara ,deodar cedar ,coniferous,49.269327,-123.251325,2655.084557656195,-1336.6450724331946
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269229,-123.250421,2707.9012346043805,-1295.9758145016526
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269349,-123.250516,2708.111913783452,-1310.998702913068
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269412,-123.250555,2708.9198248669672,-1318.511990727843
thuja plicata ,western red cedar ,coniferous,49.269312,-123.250524,2705.6558514872436,-1307.6481962671337
thuja plicata ,western red cedar ,coniferous,49.269289,-123.250503,2705.7944678478275,-1304.6728721970185
thuja plicata ,western red cedar ,coniferous,49.269267,-123.250486,2705.729126422012,-1301.9329948671948
fraxinus angustifolia ,narrow-leaved ash,deciduous,49.269908,-123.250352,2747.984025883549,-1360.1362370009645
pyrus calleryana,callery pear,deciduous,49.270873,-123.251781,2707.039684020604,-1503.7990843665434
carpinus japonica,japanese hornbeam,deciduous,49.270685,-123.250936,2751.3448724400814,-1456.3394084917286
carpinus japonica,japanese hornbeam,deciduous,49.270759,-123.251038,2748.6912268186147,-1467.0954801485923
carpinus japonica,japanese hornbeam,deciduous,49.270718,-123.251007,2748.525641634135,-1462.0128077217028
pyrus calleryana,callery pear,deciduous,49.270824,-123.251906,2696.4517558363277,-1503.2935880984892
pinus nigra,black pine,coniferous,49.270942,-123.249267,2871.8529221323865,-1424.1676892322653
acer x freemanii ,freeman's maple,deciduous,49.270671,-123.252457,2653.08834438733,-1507.2377846662093
acer x freemanii,freeman maple,deciduous,49.270699,-123.252373,2659.94463889853,-1507.0945529158903
acer x freemanii,freeman maple,deciduous,49.270725,-123.252301,2665.9264981788583,-1507.1677570456964
styrax obassia,fragrant snowbell,deciduous,49.271422,-123.250247,2834.2259545044353,-1504.8769564550437
rhus,sumac,deciduous,49.269731,-123.25016,2750.9993763107022,-1336.1948406097395
cornus mas,cornelian-cherry dogwood,deciduous,49.270426,-123.248628,2885.726701690807,-1351.6488949029604
cornus mas,cornelian-cherry dogwood,deciduous,49.27046,-123.248654,2885.845107147329,-1355.8738606202483
cornus mas,cornelian-cherry dogwood,deciduous,49.27049,-123.248688,2885.240513317801,-1359.9817877862865
cornus nuttallii,pacific dogwood,deciduous,49.269075,-123.250275,2709.175118355064,-1275.8687922628037
prunus serrulata,japanese flowering cherry,deciduous,49.271004,-123.249635,2851.5137384826858,-1442.8885650879708
fraxinus ornus,manna ash,deciduous,49.270505,-123.252041,2671.042654981504,-1476.676201201271
pinus nigra,black pine,coniferous,49.270382,-123.248676,2880.338402676456,-1348.9869497847699
Acer palmatum,japanese maple,deciduous,49.264373,-123.248667,2565.358247354073,-759.8805133440675
cornus nuttallii,pacific dogwood,deciduous,49.268993,-123.250227,2707.9465200719196,-1266.1844910307982
Acer platanoides,norway maple,deciduous,49.261162,-123.241087,2882.856127487561,-184.75047858364292
thuja plicata,western red-cedar,coniferous,49.269057,-123.250303,2706.4344864199243,-1275.0673020001484
cornus nuttallii,pacific dogwood,deciduous,49.264486,-123.246437,2714.2943451318974,-694.3158209447731
thuja plicata 'zebrina',western red-cedar,coniferous,49.261254,-123.244004,2700.610783415581,-294.0065847976896
thuja plicata 'zebrina',western red-cedar,coniferous,49.261312,-123.244055,2700.385504441233,-301.44259404125205
pinus nigra,black pine,coniferous,49.270412,-123.248703,2880.1826343131706,-1352.8543358834074
cornus mas,cornelian-cherry dogwood,deciduous,49.270444,-123.248735,2879.811305860096,-1357.089509721049
cornus mas,cornelian-cherry dogwood,deciduous,49.270468,-123.248751,2880.0457568178435,-1359.990983390198
cornus mas,cornelian-cherry dogwood,deciduous,49.270313,-123.248203,2907.042976117811,-1325.9721589007518
cornus mas,cornelian-cherry dogwood,deciduous,49.270028,-123.24815,2895.4749247691498,-1296.2248347968498
cornus mas,cornelian-cherry dogwood,deciduous,49.270017,-123.248185,2892.6531114456566,-1296.349694516044
cornus mas,cornelian-cherry dogwood,deciduous,49.270002,-123.248153,2893.9172175862363,-1293.7802808853885
fraxinus ornus,manna ash,deciduous,49.268367,-123.251882,2568.9530788165816,-1261.7228808814225
fraxinus ornus,manna ash,deciduous,49.268241,-123.251728,2572.210203463711,-1244.0843547076702
fraxinus ornus,manna ash,deciduous,49.268279,-123.251777,2571.0640283002876,-1249.4917386327884
fraxinus ornus,manna ash,deciduous,49.268336,-123.251828,2570.7874660265707,-1256.8295473241824
cornus mas,cornelian-cherry dogwood,deciduous,49.270739,-123.248693,2897.995952817181,-1384.5520957697638
acer circinatum ,vine maple ,deciduous,49.270007,-123.250057,2772.0979804318695,-1359.6990985708585
carpinus betulus ,european hornbeam ,deciduous,49.269502,-123.25169,2640.8720039854034,-1366.3359849289754
pinus thunbergii,japanese black pine ,coniferous,49.270052,-123.24968,2798.6337557160055,-1351.1529946632872
pinus thunbergii,japanese black pine ,coniferous,49.270055,-123.249733,2795.3930342671247,-1353.268262911749
pinus thunbergii,japanese black pine ,coniferous,49.270027,-123.249772,2791.4219869644894,-1351.8648911957575
fagus sylvatica ,european beech ,deciduous,49.269986,-123.249868,2783.1134919518367,-1351.1464949110405
acer circinatum ,vine maple ,deciduous,49.269954,-123.249898,2779.5094404100773,-1349.0419102948613
acer circinatum ,vine maple ,deciduous,49.269927,-123.249878,2779.373882531557,-1345.7090208324062
pinus sylvestris,scotch pine,coniferous,49.262837,-123.246263,2638.861924388103,-526.7548713720346
pinus sylvestris,scotch pine,coniferous,49.262768,-123.2463,2632.8658883796943,-521.265296540717
cornus nuttallii,pacific dogwood,deciduous,49.268854,-123.249868,2723.6657355320935,-1240.2273826993544
cornus nuttallii,pacific dogwood,deciduous,49.268879,-123.249781,2730.5570442600047,-1239.6872282849563
cornus kousa,japanese flowering dogwood,deciduous,49.269024,-123.249033,2786.1333622483,-1228.1901673207133
acer x freemanii,freeman maple,deciduous,49.26104,-123.243138,2744.9130272575962,-243.27648975979332
acer x freemanii,freeman maple,deciduous,49.26107,-123.243037,2752.9656566507524,-242.7453152367982
acer x freemanii,freeman maple,deciduous,49.261088,-123.242985,2757.2456894587876,-242.72215463586872
acer x freemanii,freeman maple,deciduous,49.261107,-123.242935,2761.4499617690135,-242.86571703016602
acer x freemanii,freeman maple,deciduous,49.261123,-123.242874,2766.2021755505175,-242.3373010735579
acer x freemanii,freeman maple,deciduous,49.261145,-123.242829,2770.243299991887,-242.9466638838869
platanus x hispanica,london plane tree,deciduous,49.255011,-123.241398,2539.9551559926153,407.303763615363
platanus x hispanica,london plane tree,deciduous,49.254781,-123.240876,2561.3612233942818,447.78155450689803
platanus x hispanica,london plane tree,deciduous,49.254836,-123.240696,2575.7945010405447,448.5781648939376
platanus x hispanica,london plane tree,deciduous,49.254889,-123.240875,2567.095777427863,437.23288454311967
platanus x hispanica,london plane tree,deciduous,49.254808,-123.240131,2610.564770976504,470.7392947060621
platanus x hispanica,london plane tree,deciduous,49.254796,-123.240444,2589.858190390384,461.1583422267271
Acer platanoides,norway maple,deciduous,49.256304,-123.242991,2505.669254204855,225.85428780054337
Acer platanoides,norway maple,deciduous,49.256199,-123.242909,2505.415485642114,238.9613953648451
Acer platanoides,norway maple,deciduous,49.256107,-123.242825,2505.9726042948814,250.8633785065888
Acer platanoides,norway maple,deciduous,49.256018,-123.242762,2505.340333033099,261.74966486370283
Acer platanoides,norway maple,deciduous,49.255921,-123.242685,2505.185985484417,273.901029063138
Acer platanoides,norway maple,deciduous,49.255799,-123.242373,2518.791913573987,296.578653233674
Acer platanoides,norway maple,deciduous,49.255914,-123.242465,2518.929206016446,282.1479418207672
Acer platanoides,norway maple,deciduous,49.255978,-123.242522,2518.633615164311,273.91760584923645
Acer platanoides,norway maple,deciduous,49.256082,-123.242588,2519.861020468066,261.4583630254251
Acer platanoides,norway maple,deciduous,49.255892,-123.242362,2524.3804898979874,287.8436244795548
Acer platanoides,norway maple,deciduous,49.255934,-123.242416,2523.1221775057684,281.87217276628587
Acer platanoides,norway maple,deciduous,49.256003,-123.242467,2523.473950940586,273.35809551687794
Acer platanoides,norway maple,deciduous,49.255861,-123.242149,2536.4146417627176,298.2016738349445
Acer platanoides,norway maple,deciduous,49.255981,-123.242255,2535.9164684212424,282.7998661790931
Acer platanoides,norway maple,deciduous,49.256219,-123.242442,2536.418712163646,253.051449255487
acer circinatum,vine maple ,deciduous,49.269797,-123.249472,2798.5789963026837,-1319.0189570371012
cornus kousa ,kousa dogwood ,deciduous,49.269908,-123.249857,2779.7225700628505,-1343.1256471155766
acer circinatum,vine maple ,deciduous,49.269823,-123.249498,2798.2773057142704,-1322.4600498007112
acer circinatum ,vine maple ,deciduous,49.269862,-123.249822,2779.5509946431785,-1337.4155704906975
acer circinatum ,vine maple ,deciduous,49.269851,-123.249794,2780.7686401063347,-1335.375524937431
acer circinatum ,vine maple ,deciduous,49.269817,-123.249723,2783.5355265974104,-1329.6041438282866
sorbus aucuparia,european mountain ash ,deciduous,49.269854,-123.249708,2786.440377985126,-1332.7141277455623
sorbus aucuparia,european mountain ash ,deciduous,49.269848,-123.249657,2789.395330612252,-1330.3736264858996
pinus nigra,black pine,coniferous,49.269292,-123.248785,2816.1089382981145,-1245.9279916382163
liquidambar styraciflua ,sweet gum ,deciduous,49.270517,-123.253516,2577.101377514643,-1528.54285380752
thuja plicata ,western red cedar ,coniferous,49.269877,-123.252858,2585.677233080347,-1443.2202154587878
thuja plicata ,western red cedar ,coniferous,49.269895,-123.252804,2590.0849063191263,-1443.1280836132828
liriodendron tulipifera,tulip tree ,deciduous,49.269952,-123.252648,2603.0807743403684,-1443.3518622718302
liriodendron tulipifera,tulip tree ,deciduous,49.270021,-123.252701,2603.3064071611716,-1451.9341482410769
cornus,chinese dogwood ,deciduous,49.270101,-123.252772,2602.9556619362156,-1462.212850797578
Acer rubrum,red maple,deciduous,49.269508,-123.252024,2619.7717012117564,-1378.4023298430056
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268692,-123.25126,2625.9036554409904,-1272.1913550904317
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268769,-123.250226,2696.2470234661787,-1244.2015244035301
Liquidambar styraciflua,sweet gum,deciduous,49.268317,-123.252516,2525.6754726080912,-1278.612823191179
liquidambar styraciflua ,sweet gum ,deciduous,49.268743,-123.252869,2525.4147432656264,-1332.4855268991455
cornus 'eddie's white wonder',dogwood 'eddie's white wonder',deciduous,49.269204,-123.253429,2513.7202947896094,-1396.9017139901994
quercus robur,pedunculate oak,deciduous,49.268694,-123.253048,2511.3640629460315,-1333.8362483386277
liquidambar styraciflua,sweet gum ,deciduous,49.268708,-123.252844,2525.1795228822584,-1328.1969221517527
quercus robur,pedunculate oak,deciduous,49.268711,-123.252995,2515.655180330469,-1333.6804461419474
cornus ssp,dogwood ,deciduous,49.269838,-123.252926,2579.2690069195223,-1441.7358502147495
cornus ssp,dogwood ,deciduous,49.26981,-123.252865,2581.709601712747,-1436.8959237583276
cornus ssp,dogwood ,deciduous,49.269793,-123.252799,2585.0485031435364,-1432.96197574704
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269883,-123.252761,2592.211707242749,-1440.4745007833826
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269865,-123.252722,2593.766925426161,-1437.3704884192089
thuja plicata ,western red cedar ,coniferous,49.269835,-123.252803,2586.9978533421,-1437.2147329676777
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269835,-123.252751,2590.331945489876,-1435.4276412786874
calocedrus decurrens ,california incense cedar ,coniferous,49.268575,-123.25257,2535.762982100711,-1305.7483605396671
calocedrus decurrens ,california incense cedar ,coniferous,49.268447,-123.252485,2534.490648150688,-1290.285239778195
acer circinatum ,vine maple ,deciduous,49.268485,-123.252502,2535.3963491250224,-1294.592856884482
acer circinatum ,vine maple ,deciduous,49.268516,-123.252522,2535.74206118375,-1298.3176942400753
acer circinatum ,vine maple ,deciduous,49.268544,-123.252546,2535.673741863155,-1301.8860528029104
fagus sylvatica ,european beech ,deciduous,49.269002,-123.251639,2617.8830358494747,-1315.591369531146
Acer platanoides,norway maple,deciduous,49.256336,-123.242534,2536.6610805481505,238.42478401796382
Acer platanoides,norway maple,deciduous,49.256255,-123.242746,2518.8105505335993,239.07597024560073
Acer platanoides,norway maple,deciduous,49.256413,-123.242865,2519.473989072419,219.5037922543553
Acer platanoides,norway maple,deciduous,49.255723,-123.242515,2505.6935747751354,299.14562387990713
Acer platanoides,norway maple,deciduous,49.255633,-123.242441,2505.7144169722546,310.5079690816158
Acer platanoides,norway maple,deciduous,49.255523,-123.242351,2505.711410889788,324.38001116483235
Acer platanoides,norway maple,deciduous,49.255709,-123.24232,2517.4658250644725,307.21926604822977
Acer platanoides,norway maple,deciduous,49.255625,-123.242237,2518.3789947968257,318.30298314107415
Acer platanoides,norway maple,deciduous,49.25554,-123.242171,2518.1492917280907,328.9004378569331
Acer platanoides,norway maple,deciduous,49.255634,-123.241945,2537.580547067468,327.45649580224017
Acer platanoides,norway maple,deciduous,49.25552,-123.241851,2537.6241741606464,341.8579703743692
Acer platanoides,norway maple,deciduous,49.255407,-123.242261,2505.393400605037,338.8400007038191
Acer platanoides,norway maple,deciduous,49.25533,-123.24219,2505.904461197533,348.82538450938705
Acer platanoides,norway maple,deciduous,49.255474,-123.242098,2519.366192589984,337.87665791920244
Acer platanoides,norway maple,deciduous,49.255493,-123.242036,2524.3405132881558,338.145657145162
Acer platanoides,norway maple,deciduous,49.255395,-123.242045,2518.617724277565,347.43939379214635
Acer platanoides,norway maple,deciduous,49.255416,-123.241971,2524.466751034625,347.9248276156453
Acer platanoides,norway maple,deciduous,49.255297,-123.241955,2519.2448816509304,360.1355659749421
Acer platanoides,norway maple,deciduous,49.255324,-123.241897,2524.382694529682,359.48316855094106
Acer platanoides,norway maple,deciduous,49.261364,-123.24128,2881.084226519346,-211.17675717246698
fraxinus ornus,flowering ash,deciduous,49.262365,-123.248483,2471.7097394444468,-556.8011289259676
acer x freemanii,freeman maple,deciduous,49.262051,-123.247511,2517.55420602095,-492.62739220981246
acer x freemanii,freeman maple,deciduous,49.261975,-123.247449,2517.539298836724,-483.04958910652283
acer x freemanii,freeman maple,deciduous,49.261889,-123.24738,2517.4481914382495,-472.2513395264426
calocedrus decurrens,incense-cedar,coniferous,49.268076,-123.255079,2348.6814289657596,-1343.0872020489405
thuja occidentalis,arborvitae,coniferous,49.263248,-123.253284,2210.207803991327,-808.3335383496833
quercus garryana,oregon white oak,deciduous,49.26196,-123.252451,2195.9800839752493,-653.4994882949646
pseudotsuga menziesii ,douglas-fir ,coniferous,49.26875,-123.251314,2625.487230528768,-1279.7302315804827
thuja plicata,western red-cedar,coniferous,49.261563,-123.241124,2901.5373762310933,-225.31631311975661
styrax japonicus,japanese snowbell,deciduous,49.261534,-123.241144,2898.7320896414058,-223.1618337514749
platanus x hispanica,london plane tree,deciduous,49.258361,-123.238972,2871.4434548662243,162.40274584046347
platanus x hispanica,london plane tree,deciduous,49.258468,-123.239089,2869.556943450199,147.89704327807317
platanus x hispanica,london plane tree,deciduous,49.258554,-123.239151,2870.095522232605,137.33917136812533
platanus x hispanica,london plane tree,deciduous,49.258641,-123.239233,2869.4038621306418,125.99604363520234
platanus x hispanica,london plane tree,deciduous,49.25873,-123.239306,2869.394466302058,114.76620600286333
platanus x hispanica,london plane tree,deciduous,49.258854,-123.239406,2869.4909459177334,99.17883535615238
platanus x hispanica,london plane tree,deciduous,49.258921,-123.239481,2868.198276232204,90.03610776867572
platanus x hispanica,london plane tree,deciduous,49.259011,-123.239544,2868.882818117167,79.05192570189251
platanus x hispanica,london plane tree,deciduous,49.259092,-123.239615,2868.581760144276,68.6747690606901
platanus x hispanica,london plane tree,deciduous,49.259159,-123.239675,2868.25119310414,60.04750107959535
platanus x hispanica,london plane tree,deciduous,49.259264,-123.239766,2867.9274894754367,46.63127662940178
platanus x hispanica,london plane tree,deciduous,49.259361,-123.239852,2867.5044770606,34.170810126641754
platanus x hispanica,london plane tree,deciduous,49.259563,-123.240041,2865.98823353018,7.881780258924209
platanus x hispanica,london plane tree,deciduous,49.259651,-123.240127,2865.0927739921476,-3.6967454682981042
platanus x hispanica,london plane tree,deciduous,49.259804,-123.240246,2865.4935510579126,-22.778715299946725
platanus x hispanica,london plane tree,deciduous,49.25989,-123.240312,2865.775857647594,-33.47397750632308
platanus x hispanica,london plane tree,deciduous,49.259993,-123.240403,2865.347347848074,-46.69417710424818
platanus x hispanica,london plane tree,deciduous,49.260179,-123.240561,2864.9795876353614,-70.35000864161498
cornus mas,cornelian-cherry dogwood,deciduous,49.270759,-123.248639,2902.5085985602286,-1384.6562110485988
cornus mas,cornelian-cherry dogwood,deciduous,49.270775,-123.248579,2907.1958936742612,-1384.1622087361682
thuja plicata,western red-cedar,coniferous,49.271097,-123.24955,2861.847612853263,-1449.08029127896
thuja plicata,western red-cedar,coniferous,49.271133,-123.24955,2863.738163542571,-1452.607763005826
robinia pseudoacacia,black locust,deciduous,49.271095,-123.249586,2859.4343712169484,-1450.1214084935536
Ilex aquifolium,english holly,deciduous,49.271153,-123.249568,2863.6343652491996,-1455.186012602806
Acer palmatum,japanese maple,deciduous,49.271162,-123.249047,2897.5119624098515,-1438.1646093269146
Acer palmatum,japanese maple,deciduous,49.27119,-123.249056,2898.4053187172913,-1441.217475637377
Acer circinatum,vine maple,deciduous,49.270848,-123.249671,2841.013114165632,-1428.8399604725064
pinus nigra,black pine,coniferous,49.270823,-123.249691,2838.4178824091223,-1427.0776062344228
cornus mas,cornelian-cherry dogwood,deciduous,49.270591,-123.248386,2909.9081088862777,-1359.5007315614057
acer glabrum,rocky mountain maple,deciduous,49.269491,-123.248344,2854.835983478867,-1250.2727321507193
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.269499,-123.248083,2871.9913237224546,-1242.0877464155674
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.269803,-123.248127,2885.1341393247894,-1273.3875682853427
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.269771,-123.248134,2883.0048741141222,-1270.4925497169238
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268807,-123.25138,2624.2488679829294,-1287.5835222400592
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268869,-123.251422,2624.8119622711883,-1295.1019311435243
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268928,-123.251468,2624.961035216217,-1302.4638527356499
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268995,-123.25154,2623.8631696166626,-1311.5031772670297
pseudotsuga menziesii ,douglas-fir ,coniferous,49.268598,-123.251194,2625.1988967614075,-1260.7126476107105
picea omorika ,serbian spruce ,coniferous,49.269071,-123.251623,2622.53267504208,-1321.802388035459
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269116,-123.251687,2620.7923929541184,-1328.411130189927
cedrus deodara ,deodar cedar ,coniferous,49.26919,-123.251709,2623.2681215030343,-1336.4179997755937
cedrus deodara ,deodar cedar ,coniferous,49.269256,-123.251776,2622.438383064035,-1345.1874978288834
cedrus deodara ,deodar cedar ,coniferous,49.269301,-123.25182,2621.9804953852486,-1351.1089012127163
cedrus deodara ,deodar cedar ,coniferous,49.269349,-123.251846,2622.834296251317,-1356.7056540168546
cedrus deodara ,deodar cedar ,coniferous,49.269246,-123.251557,2635.955136200624,-1336.6813721765031
thuja plicata,western red-cedar,coniferous,49.261542,-123.242207,2830.9788082730247,-260.4741133508876
Pseudotsuga menziesii,douglas-fir,coniferous,49.261532,-123.242235,2828.658036140627,-260.45640059057655
Liquidambar styraciflua,sweet gum,deciduous,49.26147,-123.242422,2813.4098624890407,-260.80708437940666
Liquidambar styraciflua,sweet gum,deciduous,49.261393,-123.242579,2799.2980638359645,-258.65703407923957
thuja plicata,western red-cedar,coniferous,49.261374,-123.242719,2789.3218671516,-261.6062395555159
Liquidambar styraciflua,sweet gum,deciduous,49.261339,-123.242796,2782.545927767196,-260.82266031855306
Liquidambar styraciflua,sweet gum,deciduous,49.261293,-123.242931,2771.47271554515,-260.9543527877913
Liquidambar styraciflua,sweet gum,deciduous,49.261182,-123.243243,2745.6350623747862,-260.7993388262764
platanus x hispanica,london plane tree,deciduous,49.260254,-123.240655,2862.8886498711227,-80.9295254717531
platanus x hispanica,london plane tree,deciduous,49.259469,-123.239952,2866.761109276716,20.151351071674526
platanus x hispanica,london plane tree,deciduous,49.257937,-123.238633,2870.925958014604,215.60077350084407
platanus x hispanica,london plane tree,deciduous,49.25802,-123.238697,2871.1786489770834,205.26812760364373
platanus x hispanica,london plane tree,deciduous,49.258106,-123.238775,2870.690917027667,194.160420646175
platanus x hispanica,london plane tree,deciduous,49.258188,-123.238825,2871.7890804976987,184.4068620037931
platanus x hispanica,london plane tree,deciduous,49.258272,-123.238889,2872.094320109716,173.97623497876748
thuja plicata,western red-cedar,coniferous,49.259693,-123.242239,2731.843589127483,-80.38982675935335
thuja plicata,western red-cedar,coniferous,49.259653,-123.242176,2733.78387756526,-74.30520985046815
thuja plicata,western red-cedar,coniferous,49.259643,-123.24215,2734.926336648379,-72.43181257467381
thuja plicata,western red-cedar,coniferous,49.259638,-123.242115,2736.9085411072238,-70.73908065863316
thuja plicata,western red-cedar,coniferous,49.259605,-123.241974,2744.218935351653,-62.659920783823964
thuja plicata,western red-cedar,coniferous,49.259598,-123.241929,2746.7374884016817,-60.42756155695997
thuja plicata,western red-cedar,coniferous,49.259611,-123.241758,2758.387204835626,-55.82503383379185
thuja plicata,western red-cedar,coniferous,49.25962,-123.241725,2760.9762184080773,-55.57290907523429
thuja plicata,western red-cedar,coniferous,49.259629,-123.241678,2764.4631275553043,-54.8396786695555
thuja plicata,western red-cedar,coniferous,49.25989,-123.242447,2728.8471681219307,-106.84185322552548
thuja plicata,western red-cedar,coniferous,49.259887,-123.242408,2731.1909054961297,-105.20763877478771
picea smithiana,himalayan spruce,coniferous,49.259669,-123.242207,2732.635777425983,-76.93837477051807
picea smithiana,himalayan spruce,coniferous,49.259629,-123.242081,2738.6165895603103,-68.68875336550741
fagus sylvatica 'dawyck',fastigiate european beech,deciduous,49.262895,-123.235599,3325.806102145748,-166.00298767743993
fagus sylvatica 'dawyck',fastigiate european beech,deciduous,49.263044,-123.23571,3326.509324815885,-184.41788127928385
fagus sylvatica 'dawyck',fastigiate european beech,deciduous,49.262462,-123.235208,3328.1514901505407,-110.1374391224806
fagus sylvatica 'dawyck',fastigiate european beech,deciduous,49.262168,-123.234968,3328.1099261106597,-73.08109335236122
fagus sylvatica 'dawyck',fastigiate european beech,deciduous,49.263122,-123.235773,3326.5636932828484,-194.22598523664578
thuja plicata,western red-cedar,coniferous,49.263081,-123.235761,3325.180907028129,-189.7959126696578
thuja plicata,western red-cedar,coniferous,49.262758,-123.236105,3286.1621998470373,-169.96267325302028
thuja plicata,western red-cedar,coniferous,49.262622,-123.235983,3286.8468666292247,-152.44375458436093
thuja plicata,western red-cedar,coniferous,49.263107,-123.23648,3280.4339057412203,-217.04692982242523
thuja plicata,western red-cedar,coniferous,49.263123,-123.237063,3243.884275744344,-238.6456663954225
thuja plicata,western red-cedar,coniferous,49.262992,-123.235701,3324.356672917987,-179.01293647237253
thuja plicata,western red-cedar,coniferous,49.262922,-123.23563,3325.235372668576,-169.71392661225696
thuja plicata,western red-cedar,coniferous,49.262848,-123.235578,3324.6855533902067,-160.67572465831245
thuja plicata,western red-cedar,coniferous,49.262213,-123.235028,3326.62415199867,-79.55232000413889
